PESSOA;IDADE;RENDIMENTO_ANUAL;SITUACAO_PROPRIEDADE;ANOS_TRABALHADOS;EMPRESTIMO;MOTIVO_EMPRESTIMO;PONTUACAO;VALOR_EMPRESTIMO;JUROS;POSSIB_INADIMPLENCIA;EMPRESTIMO_PERC_RENDA_ANUAL;SOLICITACAO;INADIMPLENTE;ANOS_PRIMEIRO_CREDITO
1Y8Ek92d-n4Il;23;66912;Hipotecada;7.0;giSkG8vR-qaxi;Pessoal;C;16000;12.73;0;0.24;EiCh2wTH-uRs0;0;3
bRYeof0L-cqHI;30;100000;Alugada;13.0;0T2YFLWb-IZze;Pagamento de débitos;A;12000;7.88;0;0.12;0Y1a64ag-4RLW;0;9
BhJ6Hi7u-hQSR;30;60000;Alugada;4.0;I3F20UdJ-MmRz;Pessoal;B;12000;10.99;0;0.2;zyvFQhMY-yK0c;0;10
8OfZ06xM-pjmi;36;37000;Hipotecada;5.0;ohMpzXOX-JNbR;Médico;E;3000;18.39;1;0.08;8FSX192n-7XWb;1;15
rgHUJv2L-6UqX;21;45000;Alugada;3.0;Dvfl8eFj-9O2N;Médico;B;9600;12.18;0;0.21;ElwCZI3i-Zedp;0;3
asIXyb6k-IUgX;23;26000;Hipotecada;3.0;m9pN7tsL-Tlsd;Pagamento de débitos;B;7800;10.59;0;0.3;pku5UWcT-C9rr;0;4
s75pWmDa-xzk8;24;56000;Hipotecada;2.0;rUuBZnop-TJ2p;Educativo;C;5250;12.87;0;0.09;gePvbdiY-2COW;0;2
r7gg0Ukx-SkjG;25;60000;Hipotecada;6.0;kWJLMt5l-AoyM;Empreendimento;D;8400;16.89;0;0.14;3K230qMt-1qjk;0;3
SlAQbthu-QeUh;27;85000;Hipotecada;9.0;X67pnsaD-cDua;Médico;B;24000;11.71;0;0.28;QnzzY9Jz-8QYo;0;10
mbqsZswZ-tAlH;37;117000;Hipotecada;3.0;DiF4TOvO-pJ6m;Pessoal;A;10000;8.94;0;0.09;gK4X6Np8-Y9xI;0;11
3qIZimQQ-YGaL;39;64000;Alugada;9.0;fPNSQGqR-fAen;Melhora do lar;C;4800;12.73;0;0.07;iqYKiFHa-4nxP;1;11
23oBzcg5-ZiMd;41;66000;Hipotecada;20.0;52xI5zYZ-nX3D;Empreendimento;A;10000;6.62;0;0.15;4m2sAQOI-aucy;0;12
NtTgThjI-cGag;35;24000;Hipotecada;14.0;UKiWbOIQ-8sLd;Pagamento de débitos;A;4000;7.49;0;0.17;S3j7psOE-M0u5;0;7
uZlF4dqv-hY7d;25;29000;Alugada;5.0;eipmYDTU-Folk;Empreendimento;A;10000;7.49;1;0.34;XlTG9BxQ-sRYG;0;2
WAwUiLik-5mQX;23;92000;Hipotecada;7.0;2eq63G7B-PFeX;Pessoal;B;15000;11.26;0;0.16;COvG0Egu-QN1J;0;2
7aIcoNSW-R7PF;23;87000;Hipotecada;7.0;KzXESYh2-FHIC;Médico;A;17000;7.51;0;0.2;Kd4HOeC7-5PLk;0;3
tsIjFW3T-MUyb;38;55000;Alugada;0.0;l3ysMnrx-uPM8;Educativo;C;6500;11.03;0;0.12;fArusKjy-hLc7;1;12
2XySxSMJ-NTtP;28;36000;Alugada;1.0;Li76HStX-R5X4;Médico;C;4800;12.61;0;0.13;tk0uklLa-6CWl;0;9
nXxFkiUx-aSFn;35;52500;Alugada;3.0;Ik8zn1vH-b4wP;Melhora do lar;B;12000;10.36;0;0.23;B8XklpzX-EbAJ;0;8
8gvQ3q3f-dBTg;21;28000;Alugada;0.0;KxP0wsW2-XTUl;Pagamento de débitos;A;8000;7.51;0;0.29;ZHy68Zx2-8w5a;0;4
qlAkDktn-BX8O;23;74000;Própria;7.0;jj2ZzYmz-Gdq0;Pessoal;D;15000;15.99;0;0.2;sy4FTN1i-OEaw;1;4
6hopmeuD-w3Ke;29;120000;Própria;10.0;HhFnhAe2-XIcw;Pessoal;B;18000;11.49;0;0.15;nOHQ895X-clrs;0;10
cTDz17U9-opsU;38;48000;Hipotecada;23.0;I2apZ8Lj-bzS9;Médico;D;9000;15.21;1;0.19;nXUKnwZO-T6qG;1;15
Xh97SmmR-T8tM;24;54500;Hipotecada;7.0;DXyOidv7-gdbk;Médico;D;8000;17.49;1;0.15;eHQDoQMi-dat8;0;4
HfSoxpR2-BpGS;22;51000;Alugada;6.0;upPqHIaA-c8sB;Educativo;A;7500;5.99;0;0.15;EFghUSJv-nj0e;0;3
AJuddx2B-Dcu9;34;120000;Alugada;0.0;D1szndL5-524v;Pagamento de débitos;A;2200;7.51;0;0.02;pcIzPWkn-9TG1;0;5
Ke9GAsjD-4ICN;33;59000;Alugada;17.0;OXFo4pfx-G9Rd;Médico;B;9600;9.91;0;0.16;p25AZZxp-C9Dd;0;8
5fi1GWSO-oQcb;144;200000;Hipotecada;4.0;TmOA2QC6-xk2y;Educativo;B;6000;11.86;0;0.03;171BCjoL-pNcN;0;2
zjfoYKKD-w0MI;24;88000;Hipotecada;2.0;bkkFivp2-MCQn;Pessoal;A;8000;5.99;0;0.09;qKflXH8K-hwKH;0;4
cesBt1ue-1gFP;26;85000;Alugada;3.0;GoixrHQv-KY16;Melhora do lar;C;21000;13.92;0;0.25;Jy0XpP40-MxpS;0;3
qvOkUEew-AHlI;23;60000;Alugada;1.0;jGosfFS7-dLtg;Educativo;C;11000;14.22;0;0.18;lji8xcaf-DhkD;0;4
7eFbeFRL-YLCP;24;42000;Hipotecada;9.0;mKs838Fr-n16e;Pessoal;A;11000;5.42;0;0.26;s2GGoacb-scOr;0;4
86tCUMnL-Ndgy;36;24000;Própria;5.0;kmwu1ppM-Wvs1;Empreendimento;C;4000;14.72;0;0.17;NTuylvgP-OsWx;1;15
frMpguAW-39fy;27;120000;Hipotecada;2.0;hFQNlWdT-dRe3;Empreendimento;B;16000;12.21;0;0.13;GODe0QNN-ZKkk;0;5
HHAk1O2c-CfSD;31;42000;Alugada;2.0;gowRJZDi-o4Mk;Médico;A;7000;7.9;0;0.17;OqGcisXj-7GB0;0;7
EYl5jXSG-IZnt;38;22000;Alugada;2.0;Qjc1pwEu-Ybxq;Empreendimento;C;4000;12.68;0;0.18;1XiZyvzD-uyjt;1;12
sRk1dam7-RAKE;24;85000;Alugada;1.0;0a7LiYSY-2FyX;Empreendimento;B;16000;11.99;0;0.19;cK09cAdY-k7nh;0;3
erNEFXxa-bNvp;23;28000;Própria;6.0;DyiRLzN6-0CU1;Empreendimento;B;7000;9.99;0;0.25;r9hbS2qL-FXYs;0;4
lS7EZDe8-l1qy;31;99504;Alugada;5.0;WLPG6ayE-RptX;Pagamento de débitos;C;7500;13.57;0;0.08;raQG6dKM-nu81;0;10
YmB2Rnsc-oQ5h;31;48000;Alugada;11.0;gG4lcPsb-RM3D;Médico;B;2000;10.65;0;0.04;xya09eZJ-67vU;0;6
ZQmMECOn-LyG7;27;46000;Hipotecada;2.0;j0v8fLrv-S0kv;Pessoal;C;4000;12.53;1;0.09;oKHJ8cBL-uIU5;1;9
fS3wBoN1-CERS;22;36996;Alugada;5.0;xytY8drt-jWuD;Educativo;A;10000;7.51;0;0.27;xntvz1ur-TDlv;0;4
33dKLEQi-QvjJ;27;75000;Hipotecada;6.0;v61RgJCs-FkaS;Médico;A;10000;5.79;0;0.13;6qICDqLE-pyCT;0;7
yWPx5hNL-ckyq;24;91800;Hipotecada;0.0;Qs0Em1Bi-1r9J;Médico;C;16000;14.22;1;0.15;8MW0KJwU-pnhT;0;4
LoBc4fI8-geLM;26;45000;Alugada;3.0;NKxnlqf2-NRRr;Médico;A;6000;7.49;0;0.13;6aCH8KFH-STI3;0;2
wrOGGFfq-ThKb;22;62000;Hipotecada;6.0;Fs7CGKHm-90Gp;Educativo;A;17000;6.91;0;0.27;CTqlUWEk-ojGw;0;3
O5mzA8KN-wtKC;35;273700;Hipotecada;8.0;LMaq9jH1-vlN0;Médico;D;25000;14.59;1;0.08;ynZydWAO-txtl;0;6
8b5caH2B-xpiM;46;80000;Hipotecada;8.0;FmGcdv7M-ZIg8;Empreendimento;B;5000;11.86;0;0.06;pYQuQ7Cz-IAJh;0;15
bWBG5sxh-O8H3;21;45000;Hipotecada;4.0;gEPFdDtv-n6z8;Educativo;A;5000;7.14;0;0.11;914X1W2D-PEHF;0;4
9oXdgps0-JS4I;25;26000;Alugada;4.0;lHJyf1H8-48iq;Médico;C;8000;12.87;1;0.31;dl06GuPo-mc2q;1;3
tCTRKxxm-wDbJ;44;95000;Hipotecada;1.0;wyi4DyTS-b9ih;Pessoal;B;21200;9.91;0;0.22;UP0oMBGf-XBPy;0;14
wKkI2DIn-tH7X;31;110000;Hipotecada;4.0;qecKkI0Q-2aPG;Pagamento de débitos;B;6000;11.99;0;0.05;TPTqh2Wy-fmbY;0;7
IorcgtE5-QekT;33;38400;Alugada;6.0;O4Clqqu0-ZJ44;Médico;B;10500;11.99;0;0.27;fRxIdKZk-pHL2;0;8
B2nfKCYa-720R;23;73164;Hipotecada;7.0;BdJUZKEU-OlYd;Empreendimento;B;1000;10.36;0;0.01;DRuOY2aw-3mGD;0;2
RYlPdw48-DoMH;26;95000;Hipotecada;1.0;d1nUjKtc-NcAk;Pessoal;B;24000;10.99;0;0.25;hGFCoX4c-12rq;0;3
cFzLou13-ir4E;23;20000;Alugada;6.0;jmmOa1kn-UuzN;Pessoal;C;4000;12.23;0;0.2;rBpycq3y-N0Zk;1;2
ew9682gL-SbA1;32;60000;Hipotecada;11.0;J9J89Z6S-YqMr;Pessoal;C;7500;11.03;0;0.13;eT8vjp6F-ZPit;1;10
bID0K67N-vQW8;25;28800;Alugada;5.0;yr2df52L-C7Eq;Pessoal;A;5575;6.62;0;0.19;e7ynJKU7-HMr1;0;4
Ab3rLGcx-rKAw;46;60000;Alugada;10.0;LIcbtTKL-lKtU;Médico;C;15000;13.49;0;0.25;ueGtfdrd-8rFH;0;17
dN39htvu-Oymj;29;46000;Alugada;6.0;6TY3n4yr-iH2S;Empreendimento;B;4000;9.99;0;0.09;gTfKXGcK-FNsc;0;9
Qnm7zWkH-6vmw;24;54000;Própria;8.0;1SMDrPc6-zieh;Educativo;C;1200;13.11;0;0.02;l5bn5YEr-f5sQ;1;3
de8DYYMg-UDII;23;36100;Alugada;2.0;Y02IsKhH-m4Ts;Educativo;A;5000;7.49;0;0.14;zBD1odBl-yij2;0;4
xwxxE1Wy-Q6DQ;23;52000;Alugada;1.0;u4ws8UqB-mjK3;Pessoal;C;25000;13.22;1;0.48;TmjTYHWG-jIcA;0;2
fi5GAb2C-ONmG;28;62000;Alugada;4.0;HQ9biDtC-bare;Pessoal;C;7200;12.99;0;0.12;K0rkrvkn-mQhs;1;9
jo3C4TDx-Ic6p;23;72000;Hipotecada;5.0;C5MB5nxl-aydo;Pessoal;D;12000;16.29;0;0.17;x3QJ3E5x-NfdP;0;2
8NMhnOSC-4s8a;21;16800;Hipotecada;0.0;ipranIax-lAKR;Empreendimento;B;6000;10.39;1;0.36;bTZ8Mjjg-nxAH;0;4
wb3E2g0F-z703;21;28000;Alugada;2.0;0KhyHOis-QXhw;Pagamento de débitos;C;6625;13.06;1;0.24;EkUG2O6G-xfA3;0;2
bh4Lhdv5-dprs;25;40000;Hipotecada;9.0;vpkNg8T2-SpwW;Médico;C;3500;13.49;0;0.09;NMt2E7lc-XlDr;1;3
uHZxxrga-4y1b;23;38000;Hipotecada;5.0;bsHZngMu-SRls;Pessoal;A;5400;7.9;0;0.14;ZvD91Bbt-GLpW;0;3
Nj9hQnpD-GxP0;23;35000;Alugada;0.0;CJwSToAj-nZo3;Pagamento de débitos;C;5200;13.92;0;0.15;M6dgIJsg-qyO2;0;2
qYZjnZTj-S2pA;30;40000;Alugada;4.0;858XFQtN-UiXQ;Empreendimento;C;4500;14.26;0;0.11;svg8odFf-HK2Q;1;6
5fG907je-5S5m;23;120000;Alugada;3.0;ERUv3MHy-JAyj;Empreendimento;A;3725;8.49;0;0.03;mf5C2anE-Gh0N;0;2
TOPqZQSW-IBBf;22;42000;Alugada;0.0;iJI0Wem3-W4ig;Empreendimento;C;3600;14.72;0;0.09;FdCqvtLi-Wm4A;1;4
lYACUeps-EMRE;24;61200;Hipotecada;9.0;GMJUW1D0-IJ6w;Médico;B;13500;10.83;1;0.19;NW5u1JmK-0oN5;0;2
WEQav1ag-IUmr;32;101000;Hipotecada;12.0;nonl7gLn-OoR3;Pagamento de débitos;B;8000;11.49;0;0.08;Z6FaEKcm-0tAm;0;5
X5sLBe45-oCX4;21;28000;Alugada;3.0;DttNX5Ti-K0jK;Educativo;B;8000;10.99;1;0.29;fZbBIdZw-m7re;0;2
ANN47XHN-EOX5;26;48000;Hipotecada;10.0;27uDdIB2-XCm3;Empreendimento;C;13800;13.49;0;0.29;zEHz8Zcg-8BZE;1;2
syUGxA2W-JKyf;27;78000;Hipotecada;1.0;ORLXXe5b-0vGU;Empreendimento;A;5125;8.59;0;0.07;ElnqjWNQ-nxmY;0;8
3Yu6AUYZ-6S36;24;85000;Hipotecada;4.0;ZAktpvgC-okxa;Médico;B;2500;10.38;0;0.03;zsBsOqc6-tg85;0;4
oiXML1g3-Nr4f;26;70000;Alugada;3.0;3ZD3RWvq-Ekpl;Pessoal;A;6000;8.49;0;0.09;IDPCPi1n-3N8W;0;4
UjWau6ze-ZGBj;31;18000;Alugada;6.0;Q5DmyShC-z4MM;Educativo;C;4000;12.84;1;0.22;c1Es9hwF-88Zj;0;5
Bs9uwXon-4AOu;32;84456;Alugada;5.0;hN57kETt-r70p;Pagamento de débitos;B;10000;9.88;0;0.12;0UIB9Lhp-bMLh;0;10
AeRvzZDD-jiIM;28;96000;Hipotecada;5.0;YwYas1Nn-eMSe;Melhora do lar;D;11250;17.58;0;0.12;tXQnAaDJ-OK3m;0;5
xMY2BPI5-zPBF;35;48000;Própria;6.0;008C2FIu-sC1z;Melhora do lar;C;4200;13.61;0;0.09;dBh91gKy-D4FL;0;7
2P7dOMMF-PXbg;21;50350;Alugada;3.0;st8TnUW7-4We1;Educativo;A;3600;7.88;0;0.07;AEHaMbGr-lGre;0;3
wBIlOptl-jfvn;22;44582;Alugada;6.0;4qWQT7R6-qzXP;Melhora do lar;A;4000;5.99;1;0.09;GmrY0YvB-GNOA;0;4
BMsiTRRu-vrdF;22;31000;Alugada;7.0;54dI1TJ4-fb2O;Médico;D;9250;14.11;1;0.3;7w7QGm48-1ReN;0;4
xmcKk4GB-QE3N;22;69996;Hipotecada;6.0;2FiPf3k8-1bR3;Empreendimento;B;10000;10.0;0;0.14;ZXsi9uSO-UFS1;0;4
KNfDwLXg-45J5;33;81804;Hipotecada;4.0;2IXbyii0-DWsN;Pagamento de débitos;A;9000;8.0;0;0.11;8IbIvIcA-rcTz;0;8
cY5jOqvW-OFbE;22;57000;Hipotecada;1.0;i0mCLk4x-HSua;Empreendimento;A;3200;5.99;0;0.06;xE4EvZSN-h76y;0;4
648Ga7GJ-B5or;30;51000;Hipotecada;6.0;L4fv53wq-CMQc;Melhora do lar;A;6600;6.92;0;0.13;6QL4991Q-LtpI;0;9
3jEm7UrU-hyKx;22;66000;Hipotecada;6.0;iu17fFXs-Kcmd;Educativo;C;15000;11.72;0;0.23;OFSUwPcY-TYO1;1;2
YnrD28KG-7wCa;47;85000;Hipotecada;3.0;akoOEjeO-29Qy;Melhora do lar;A;10000;8.07;0;0.12;SRrALMs6-QIEY;0;15
Kka4fsF8-DQMH;22;48000;Hipotecada;2.0;Qj93Wmlh-vp9c;Educativo;C;7000;13.48;0;0.15;7fR01Rkb-o0kD;0;3
IrQvz1vD-12us;22;36000;Hipotecada;6.0;upmeH4v7-na8Z;Pagamento de débitos;A;5975;7.42;0;0.17;SEWkFC4P-falp;0;4
M9nLPQSe-0ekv;30;140000;Hipotecada;2.0;cClZWipJ-lcri;Melhora do lar;E;15000;16.35;0;0.11;oMkqHW4r-HrxK;0;5
Ml1kmqQC-B7Od;33;56400;Hipotecada;3.0;KSDquwLK-pPsr;Educativo;B;8500;12.42;1;0.15;IUNxXWWk-QJHC;0;6
n0Jk3UO3-Ommp;23;60000;Alugada;0.0;mI8AmH0u-flJt;Educativo;C;11200;10.78;0;0.19;Rmf3cyuK-c0TT;0;3
otDlTA7H-bmlv;22;40000;Hipotecada;3.0;k51gvIzd-agno;Pagamento de débitos;B;7500;11.49;0;0.19;JQ6SJhAf-pHjq;0;3
cTgPNN14-1cmc;36;24000;Alugada;20.0;uE3WIvsY-tivq;Pagamento de débitos;B;10000;11.86;1;0.42;PgKX0hM0-Hhgh;0;15
qpBF42xv-aNRw;32;235000;Alugada;1.0;A5TXjSKp-EJHI;Pessoal;C;25000;12.53;0;0.11;kMzDQHiQ-LAWK;1;7
h7vLdXH9-pWxo;21;33000;Hipotecada;5.0;hlnNmicO-22WA;Melhora do lar;C;2000;14.27;1;0.06;Ajtoc58N-bnF2;0;4
CBJoDcXm-gkTn;27;39000;Alugada;0.0;u6Bmx1hp-PqfQ;Educativo;C;8000;11.03;0;0.21;zCiEfAUM-vGvX;0;9
Kb4PsvNv-SGZE;31;40000;Própria;0.0;WTWrFsEz-5pSh;Médico;D;15000;15.31;0;0.38;Yn70yTJ8-Uq0M;1;10
vQeKi6jj-S7Mp;28;90000;Hipotecada;12.0;UTlIhe5Z-C3Rx;Melhora do lar;C;5000;14.79;0;0.06;lxX6OwH3-4caY;1;8
780aIEvy-HCMO;24;37500;Alugada;2.0;5m4oH86l-kINO;Pagamento de débitos;C;1600;11.03;0;0.04;x9uPbuY3-8GEL;1;3
Ys5rJiJn-F0lk;22;42500;Alugada;0.0;kcUzGUwN-RWRk;Médico;E;1500;17.19;1;0.04;7cdWHgBj-pEDY;1;4
Af6D9iZa-cOqL;25;70000;Alugada;1.0;uqKLAfKW-nAk0;Empreendimento;A;5750;8.0;0;0.08;4atKuGoJ-vpH7;0;4
6jrsiCDU-M9RF;26;67000;Alugada;9.0;50lwZWRO-MNag;Empreendimento;A;8000;7.14;0;0.12;SHlORvQe-XKxR;0;2
ZzjMu3Ax-Zn6U;40;52479;Alugada;17.0;5UehHITe-EICG;Pessoal;D;6600;14.54;1;0.13;nMmTtwUf-MEoq;0;13
3AbzodvI-K2gj;31;165000;Hipotecada;3.0;aaEpZ9Hf-UtMU;Melhora do lar;C;15000;12.61;0;0.09;n3LKTSPU-N8Uo;0;7
qa0vkfkz-XCOs;21;30000;Alugada;0.0;9OnBuPvE-TUhl;Pagamento de débitos;C;1500;13.92;0;0.05;vzPg83AW-6GCP;0;2
Lun1O9Yk-3Kcr;23;55000;Hipotecada;1.0;JG7Jggfp-tDpQ;Empreendimento;B;1500;11.49;0;0.03;yi5KvzNs-tK8G;0;3
rHkkOz6v-b6D5;27;65000;Alugada;5.0;QwkWBI5U-bhnI;Pessoal;E;7000;16.82;0;0.11;Th5IcjTW-evcu;0;9
lkPCb4C5-uDdP;43;54000;Alugada;0.0;od8H684N-22T8;Melhora do lar;D;9000;15.65;1;0.17;gzugnfEW-tOXE;1;16
RjwQe0Pu-1Ttd;36;79200;Hipotecada;19.0;7eY58xcX-eeix;Pessoal;A;10000;6.03;0;0.13;LaOnFKWd-peoD;0;14
w5B6ZJkU-TnMv;24;65450;Alugada;7.0;ztc7dsmN-2rUO;Pagamento de débitos;A;9600;8.49;0;0.15;KHhUYOp5-dX95;0;2
JkKRmhSJ-aYOK;22;38004;Própria;0.0;Fzbvi8dY-W7nj;Empreendimento;D;3000;12.92;0;0.08;O5S8SkOC-Mp8B;1;3
NDKSN4yY-8X3t;39;90000;Hipotecada;15.0;2ywUwfyF-sjpn;Empreendimento;A;10500;7.66;0;0.12;EMnA9NlK-0Hiq;0;12
OQjTZz3f-461u;26;70000;Hipotecada;9.0;A8p05RvB-qMW5;Empreendimento;A;35000;7.9;0;0.5;QwXcNx4l-93C1;0;2
SZJRuXdh-UfJI;34;80000;Alugada;0.0;uszQ0Y0K-it3C;Pagamento de débitos;A;30000;6.62;1;0.38;ZMSgJLjy-TmnH;0;5
sPhRnadI-m5WM;25;75600;Hipotecada;7.0;SBWNH4Nf-qE4I;Médico;C;15000;12.68;0;0.2;9D2I8rvA-NoCA;0;2
q8S2MG0G-vIph;24;185000;Hipotecada;8.0;KAfZ3G9t-T2ee;Pessoal;A;10000;6.92;0;0.05;JP2ZTOjU-muUp;0;3
zvXW269D-19LF;24;48661;Hipotecada;7.0;hH4yp1Cx-cRjb;Educativo;D;8000;17.58;0;0.16;OAp0ukkT-QYD4;0;2
xR9pcmNX-ecjB;26;65000;Alugada;4.0;tLDrn0sg-kNRh;Pessoal;A;8000;6.92;0;0.12;N3d29NjA-fSts;0;4
MCTnkovx-OkZI;26;59600;Hipotecada;9.0;wQFS87yA-69IY;Empreendimento;E;21000;16.45;1;0.35;1BNbfBPb-9no0;0;2
Za9vFLAg-4shL;23;66000;Hipotecada;8.0;nTNFgHRQ-35xj;Educativo;B;8750;9.99;0;0.13;7AbH93HS-anUN;0;2
FESrhmDv-zXX1;26;97000;Hipotecada;5.0;lm1n8W3p-mPi8;Pagamento de débitos;A;4000;6.62;0;0.04;Z2qKnAfU-4rKT;0;4
KI7BqsSt-Iavt;21;39000;Alugada;4.0;HvtjOceb-inOW;Educativo;B;6000;10.38;0;0.15;9oWRTWUT-L49X;0;3
4PQSMD5c-n9J5;23;46000;Alugada;2.0;wY17bFvU-75Py;Empreendimento;D;6800;15.65;1;0.15;jIN59Fcd-GxN1;1;4
EbK8pAhP-qrNe;24;50000;Alugada;6.0;oZwyvw1E-fN0S;Pessoal;A;4000;7.66;0;0.08;LXTSCpdW-veiT;0;4
tTlOHrbr-pSeK;22;54000;Alugada;1.0;2MFddhup-MMb1;Pagamento de débitos;A;5000;6.54;1;0.09;1eD8ner3-JYWP;0;3
D8gmZGcQ-TnNf;25;130000;Hipotecada;5.0;DGcbYEi1-EP26;Empreendimento;C;20000;13.48;0;0.15;onbJ52GL-EikZ;0;2
RiKM4mhM-8EX2;25;99996;Hipotecada;3.0;ZZjPYZPm-NImQ;Empreendimento;A;8000;8.0;0;0.08;vDYgjxQB-7qmN;0;2
wfoF4hsy-sPIH;32;40277;Alugada;5.0;yI3nJJWF-1GpQ;Médico;B;15000;11.71;1;0.37;gXsECNoE-7d2r;0;8
0YxewUDY-ulIk;26;21000;Própria;4.0;ghLeZ5Nv-1lvT;Educativo;C;8000;13.79;0;0.38;BbwgfTz5-19Lw;1;3
qlWL5n7v-00z9;27;50000;Alugada;5.0;M4zrvEh2-v0UC;Empreendimento;B;12000;10.37;0;0.24;w6OC79WL-49ZC;0;9
4fXmWjJB-zGmt;21;27000;Alugada;5.0;izxP0wrw-owKw;Médico;D;4000;15.58;1;0.15;MtShFnZa-oaMO;1;2
KERy1kyl-jutD;26;48000;Alugada;2.0;HNp70km2-FOHd;Médico;B;10000;12.21;0;0.21;PKWbovnW-oxoi;0;3
QCdqR1tt-Xfvx;22;39860;Alugada;6.0;3SRCLXtX-9Fjt;Pessoal;B;8000;11.11;0;0.2;JZKpZrkM-Ingd;0;3
dFimbEm6-MqeJ;31;102000;Hipotecada;5.0;t14nQyu7-LdEp;Educativo;A;4000;7.88;0;0.04;iMZJL9pS-vRPU;0;10
ZciGAj68-TQgU;22;21120;Hipotecada;3.0;B6LKqGw3-M7o5;Pagamento de débitos;D;1625;16.89;1;0.08;3yHhWhrM-EaIu;1;3
izH1rjtT-aKsE;41;24000;Alugada;2.0;8ZZw9H3h-3G3G;Pagamento de débitos;D;4000;16.07;1;0.17;jeW64J8F-LUiC;0;14
jgejgj4Q-T2mX;24;70000;Hipotecada;4.0;Qd1z2fzs-XCRq;Educativo;B;21000;11.99;0;0.3;nwNw9KhT-xSE4;0;4
lDA8rpHS-BnvK;26;22800;Alugada;4.0;NFxlA8Yf-pGM9;Pessoal;C;5000;13.57;0;0.22;CjLuU6Eb-t6oK;1;2
lvzTqo8e-r7BJ;32;85000;Alugada;7.0;2hpumX4i-XgIK;Pagamento de débitos;B;6000;11.71;0;0.07;gG6zRccB-QEYq;0;5
PNlHUCQJ-sTvh;33;156000;Hipotecada;4.0;awJl31K9-Jtsv;Educativo;A;2400;7.49;0;0.02;MTbIgivY-X0Bc;0;6
oI4mI4Sh-QpUx;30;66000;Hipotecada;15.0;ayPqhqar-7YAP;Empreendimento;B;15000;11.14;0;0.23;qr2Q7QxW-jAE3;0;8
g8P9eB38-v1bs;32;32004;Alugada;10.0;57p1yG6N-81si;Pagamento de débitos;C;10400;15.27;1;0.32;ErsQCbdr-Uvko;0;9
Q7EDyO67-LI4X;31;190000;Própria;8.0;bqikDm84-fSMv;Educativo;A;15000;6.03;0;0.08;I0bHATPC-yIXP;0;8
ldNGslLe-Rrer;22;18000;Própria;3.0;HxjlmUMk-XOUF;Pessoal;A;3000;7.9;1;0.17;p0LegE4F-7OjT;0;4
4kc1SNie-l58o;31;56000;Hipotecada;4.0;NfiWEpwr-U6Tc;Médico;A;8000;8.59;0;0.14;OMFh9Hc3-h9LH;0;6
cYWEAiJj-l0I6;23;90000;Hipotecada;7.0;LYx9TPCe-tE2E;Pessoal;D;15000;15.31;0;0.17;vU7qaQ6Z-tM32;1;4
ySGnK6Kf-wGSh;25;39000;Alugada;3.0;crTzPL6G-ER3c;Melhora do lar;A;2000;7.66;1;0.05;iMIm07tx-6s0C;0;4
78H9M5CT-dl3G;26;67000;Hipotecada;10.0;wLggzIWx-ha9o;Pessoal;B;10000;12.21;0;0.15;BUTtzlN0-TRkO;0;3
a7Grs2fc-guBt;29;55000;Hipotecada;1.0;25cwXKPq-IwLg;Empreendimento;A;12625;7.9;0;0.23;ckWELB4R-aSer;0;6
ICprTb6t-yPXf;25;42000;Alugada;3.0;5JiaDi9D-tg1l;Empreendimento;A;18000;6.17;1;0.43;1lafB6Nt-Yb9L;0;2
cFCLRU7N-rndh;26;21600;Alugada;0.0;nkAjuZDA-2sMm;Pagamento de débitos;B;5000;9.99;0;0.23;Skm8QDBX-dt95;0;4
CEWhSAoE-iCzZ;27;113800;Hipotecada;3.0;DfhTWaiF-brp9;Médico;A;7500;8.63;0;0.07;B0x1PCB4-elXn;0;10
SHU8SdnW-Q7eQ;31;24996;Alugada;0.0;EM27KFOI-3CCU;Pagamento de débitos;C;5000;12.99;1;0.2;mSLfIKgm-uYZp;0;8
2YbxH3jQ-simk;35;50000;Hipotecada;0.0;Wcsvj4l2-rpwN;Educativo;C;5600;12.53;0;0.11;iDMvnFJD-B1oi;1;7
InR0jP1Q-EtCM;27;26000;Alugada;6.0;c0C7MO37-wW09;Pessoal;B;6000;10.75;0;0.23;uJfE32mt-B4XX;0;10
KhgXapUj-nxIN;22;51996;Hipotecada;6.0;8r3UfTxk-YRz2;Pessoal;A;6000;7.88;0;0.12;qL6ybXzN-ySst;0;4
lxeHQ8ct-29eG;21;14400;Alugada;2.0;4J0fJGse-1KwR;Melhora do lar;B;3000;9.63;1;0.21;7uFREwTa-RQlm;0;2
WWLkolig-5ZoB;27;75000;Alugada;6.0;YAyOvqIK-yKte;Melhora do lar;B;12000;10.99;0;0.16;yd1Q1f4y-PsfG;0;10
Dt0bhEHM-Ua6p;24;110000;Hipotecada;8.0;K3Zar92f-Obj7;Pessoal;A;27300;7.51;0;0.25;njo4j6Kf-ukba;0;3
61ttIJCf-C4fE;31;82656;Outros;10.0;dk0QWFPt-FbZt;Pagamento de débitos;C;6000;12.09;0;0.07;TFs6R9cP-sAcA;1;9
kYAmrFbp-E8O5;23;69996;Alugada;8.0;7EWsPuUa-DpDj;Educativo;B;13000;11.58;0;0.19;Aqr1Rdft-N9hr;0;3
D2Ls1bE2-6p1T;40;81120;Hipotecada;1.0;akcQLWec-H9s3;Educativo;B;24000;9.25;0;0.3;vb1wahP1-DxUp;0;15
